ACC_Session_LFP,ACC_Session_MUAe,Cohen_Session_LFP,Cohen_Session_MUAe,ACC_Shuffle_LFP,ACC_Shuffle_MUAe,Cohen_Shuffle_LFP,Cohen_Shuffle_MUAe,Bird_Name,Sex,Depths,Session_Number
84.4155155638359,88.629855053488,0.679450756027554,0.765462092097564,56.5324381261213,58.1995641813298,0.0950755785213761,0.118390127098149,F2,2,5,42
77.2061237622865,79.2668252728258,0.532597467231984,0.572441356276299,52.962435017811,55.4355525600753,0.0364372467906983,0.0651799094364336,F1,2,5,43
86.2875208659921,85.3614168628001,0.718997912541347,0.699260267722277,52.5852062886666,54.1171625666178,0.01551818837015,0.0459465508479972,M1,1,5,44
72.9337028152117,76.9794528477975,0.440992768066582,0.525390158689501,50.8597130914002,53.7043247924819,-0.00706420114376656,0.0598786629258908,F2,2,5,45
90.7916867570038,94.0145594667364,0.81148033181993,0.877049421032417,53.4839516648736,55.4008470336088,0.0412263463265295,0.070268718910924,M4,1,3,46
86.4262761296418,83.1769989533429,0.72044380303344,0.654968304552591,52.8287122949012,52.7596398144155,0.0361116748907825,0.0288900550229142,M4,1,3,47
85.5977503346385,85.4095946116331,0.701732106487779,0.702330545746629,52.8983971011313,52.2147741905205,0.018667066497903,0.0159371116860474,M4,1,3,48
85.4971627475907,85.2964555495185,0.703263661592922,0.702114665488401,52.6474614098956,53.2415557208874,0.0292765391492494,0.0294522818446483,M4,1,4,49
81.7485140239544,75.4564463312867,0.624311251376794,0.494688306103739,54.7042313416426,56.2126851321554,0.0576597406547912,0.0759158534635403,M4,1,4,50
75.0490327002015,67.6766934126487,0.484076910731195,0.328438279990774,53.5851107893475,52.2375189801872,0.0386229455133777,0.0160303423409968,M4,1,4,51
