Session,Perf_LFP,Perf_MUAe,Birds,Sex,Depth
12,21.0526315789474,15.7894736842105,F1,2,2
12,10.5263157894737,47.3684210526316,F1,2,2
12,10.5263157894737,47.3684210526316,F1,2,2
12,15.7894736842105,52.6315789473684,F1,2,2
12,0,21.0526315789474,F1,2,2
12,32,60,F1,2,2
12,24,32,F1,2,2
12,28,32,F1,2,2
12,16,56,F1,2,2
12,12,44,F1,2,2
12,20,40,F1,2,2
12,4,24,F1,2,2
12,12,48,F1,2,2
12,32,36,F1,2,2
12,32,48,F1,2,2
12,15,55,F1,2,2
12,20,45,F1,2,2
12,40,65,F1,2,2
12,25,45,F1,2,2
12,30,60,F1,2,2
12,10,45,F1,2,2
12,20,60,F1,2,2
12,15,45,F1,2,2
12,15,55,F1,2,2
12,0,70,F1,2,2
12,13.3333333333333,13.3333333333333,F1,2,2
12,0,46.6666666666667,F1,2,2
12,6.66666666666667,26.6666666666667,F1,2,2
12,13.3333333333333,26.6666666666667,F1,2,2
12,6.66666666666667,40,F1,2,2
12,20,6.66666666666667,F1,2,2
12,13.3333333333333,66.6666666666667,F1,2,2
12,13.3333333333333,46.6666666666667,F1,2,2
12,33.3333333333333,40,F1,2,2
12,20,66.6666666666667,F1,2,2
12,11.7647058823529,35.2941176470588,F1,2,2
12,11.7647058823529,35.2941176470588,F1,2,2
12,17.6470588235294,52.9411764705882,F1,2,2
12,17.6470588235294,29.4117647058824,F1,2,2
12,17.6470588235294,35.2941176470588,F1,2,2
12,29.4117647058824,35.2941176470588,F1,2,2
12,29.4117647058824,41.1764705882353,F1,2,2
12,17.6470588235294,52.9411764705882,F1,2,2
12,11.7647058823529,29.4117647058824,F1,2,2
12,17.6470588235294,47.0588235294118,F1,2,2
12,17.6470588235294,64.7058823529412,F1,2,2
12,11.7647058823529,35.2941176470588,F1,2,2
12,29.4117647058824,41.1764705882353,F1,2,2
12,23.5294117647059,82.3529411764706,F1,2,2
12,23.5294117647059,70.5882352941177,F1,2,2
12,35.2941176470588,82.3529411764706,F1,2,2
12,11.7647058823529,41.1764705882353,F1,2,2
12,5.88235294117647,52.9411764705882,F1,2,2
12,5.88235294117647,64.7058823529412,F1,2,2
12,35.2941176470588,70.5882352941177,F1,2,2
12,25,75,F1,2,2
12,25,58.3333333333333,F1,2,2
12,16.6666666666667,58.3333333333333,F1,2,2
12,16.6666666666667,41.6666666666667,F1,2,2
12,25,0,F1,2,2
12,0,25,F1,2,2
12,16.6666666666667,50,F1,2,2
12,41.6666666666667,75,F1,2,2
12,25,75,F1,2,2
12,25,75,F1,2,2
12,5.55555555555556,44.4444444444444,F1,2,2
12,11.1111111111111,33.3333333333333,F1,2,2
12,11.1111111111111,50,F1,2,2
12,22.2222222222222,44.4444444444444,F1,2,2
12,11.1111111111111,27.7777777777778,F1,2,2
12,22.2222222222222,38.8888888888889,F1,2,2
12,16.6666666666667,27.7777777777778,F1,2,2
12,0,55.5555555555556,F1,2,2
12,11.1111111111111,38.8888888888889,F1,2,2
12,22.2222222222222,44.4444444444444,F1,2,2
13,37.5,66.6666666666667,F1,2,2
13,33.3333333333333,29.1666666666667,F1,2,2
13,25,58.3333333333333,F1,2,2
13,20.8333333333333,66.6666666666667,F1,2,2
13,12.5,37.5,F1,2,2
13,20.8333333333333,29.1666666666667,F1,2,2
13,8.33333333333333,62.5,F1,2,2
13,25,75,F1,2,2
13,20.8333333333333,58.3333333333333,F1,2,2
13,16.6666666666667,62.5,F1,2,2
13,29.1666666666667,41.6666666666667,F1,2,2
13,29.1666666666667,41.6666666666667,F1,2,2
13,37.5,54.1666666666667,F1,2,2
13,29.1666666666667,41.6666666666667,F1,2,2
13,20.8333333333333,25,F1,2,2
13,16.6666666666667,33.3333333333333,F1,2,2
13,29.1666666666667,29.1666666666667,F1,2,2
13,25,41.6666666666667,F1,2,2
13,16.6666666666667,29.1666666666667,F1,2,2
13,31.5789473684211,15.7894736842105,F1,2,2
13,26.3157894736842,47.3684210526316,F1,2,2
13,26.3157894736842,57.8947368421053,F1,2,2
13,26.3157894736842,47.3684210526316,F1,2,2
13,26.3157894736842,31.5789473684211,F1,2,2
13,21.0526315789474,52.6315789473684,F1,2,2
13,15.7894736842105,36.8421052631579,F1,2,2
13,10.5263157894737,26.3157894736842,F1,2,2
13,5.26315789473684,42.1052631578947,F1,2,2
13,21.0526315789474,36.8421052631579,F1,2,2
13,44,52,F1,2,2
13,24,48,F1,2,2
13,28,32,F1,2,2
13,12,40,F1,2,2
13,20,32,F1,2,2
13,24,64,F1,2,2
13,20,36,F1,2,2
13,20,36,F1,2,2
13,20,28,F1,2,2
13,16,24,F1,2,2
13,30,75,F1,2,2
13,25,35,F1,2,2
13,35,60,F1,2,2
13,35,55,F1,2,2
13,10,75,F1,2,2
13,45,60,F1,2,2
13,15,40,F1,2,2
13,15,20,F1,2,2
13,20,35,F1,2,2
13,6.66666666666667,33.3333333333333,F1,2,2
13,20,33.3333333333333,F1,2,2
13,13.3333333333333,46.6666666666667,F1,2,2
13,13.3333333333333,53.3333333333333,F1,2,2
13,33.3333333333333,40,F1,2,2
13,20,26.6666666666667,F1,2,2
13,13.3333333333333,26.6666666666667,F1,2,2
13,13.3333333333333,40,F1,2,2
13,6.66666666666667,33.3333333333333,F1,2,2
13,20,46.6666666666667,F1,2,2
13,23.5294117647059,35.2941176470588,F1,2,2
13,11.7647058823529,35.2941176470588,F1,2,2
13,23.5294117647059,41.1764705882353,F1,2,2
13,5.88235294117647,64.7058823529412,F1,2,2
13,11.7647058823529,41.1764705882353,F1,2,2
13,23.5294117647059,41.1764705882353,F1,2,2
13,11.7647058823529,23.5294117647059,F1,2,2
13,17.6470588235294,35.2941176470588,F1,2,2
13,23.5294117647059,35.2941176470588,F1,2,2
13,11.7647058823529,35.2941176470588,F1,2,2
13,47.0588235294118,70.5882352941177,F1,2,2
13,17.6470588235294,52.9411764705882,F1,2,2
13,17.6470588235294,47.0588235294118,F1,2,2
13,17.6470588235294,52.9411764705882,F1,2,2
13,11.7647058823529,41.1764705882353,F1,2,2
13,5.88235294117647,17.6470588235294,F1,2,2
13,5.88235294117647,17.6470588235294,F1,2,2
13,5.88235294117647,35.2941176470588,F1,2,2
13,17.6470588235294,47.0588235294118,F1,2,2
13,17.6470588235294,52.9411764705882,F1,2,2
13,41.6666666666667,50,F1,2,2
13,25,66.6666666666667,F1,2,2
13,25,58.3333333333333,F1,2,2
13,41.6666666666667,66.6666666666667,F1,2,2
13,25,41.6666666666667,F1,2,2
13,25,50,F1,2,2
13,33.3333333333333,58.3333333333333,F1,2,2
13,25,33.3333333333333,F1,2,2
13,50,58.3333333333333,F1,2,2
13,44.4444444444444,55.5555555555556,F1,2,2
13,22.2222222222222,44.4444444444444,F1,2,2
13,22.2222222222222,50,F1,2,2
13,27.7777777777778,44.4444444444444,F1,2,2
13,22.2222222222222,44.4444444444444,F1,2,2
13,33.3333333333333,66.6666666666667,F1,2,2
13,27.7777777777778,61.1111111111111,F1,2,2
13,16.6666666666667,50,F1,2,2
